cat_id,field,value,valid_starting_at,valid_ending_at
19015699,bonded_pair,False,2023-07-08 16:27:17+00:00,
19015699,single_cat,False,2023-07-08 16:27:17+00:00,
19015699,type,Domestic Short Hair ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19015699,description,"Serena is a super sweet and playful calico girl. She loves pats and will purr like crazy, headbutt for more, and even roll over onto her back for belly scritches! She’s energetic and adores toys of all kinds (especially anything with feathers). She’s always up for interactive play with a wand toy, but also happy to play by herself with her catnip mouse. Serena can be a little shy at first, but is easily won over with scritches and treats. She’s still learning about laps and hasn’t figured out that she can crawl up herself, but in the meantime she’s happy to be placed there for snuggles. Her other hobbies include following her human around the house, watching the washing machine spin (she’s absolutely mesmerized), and rolling around cutely on the floor in hopes of getting pats. Serena is curious and friendly with other cats and needs to be adopted into a home with a playful companion — adoptions for her as a single cat will be ignored.",2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19048789,url,https://catcafebk.com/our-cats/?cat=19048789,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19048789,cat_name,Sipha,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19048789,age,2 Years 0 Months ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19048789,gender, Female,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19048789,cafe_cat,False,2023-07-08 16:27:17+00:00,
19048789,kid_approved,False,2023-07-08 16:27:17+00:00,
19048789,dog_approved,False,2023-07-08 16:27:17+00:00,
19048789,companion_cat,True,2023-07-08 16:27:17+00:00,
19048789,bonded_pair,False,2023-07-08 16:27:17+00:00,
19048789,single_cat,True,2023-07-08 16:27:17+00:00,
19048789,type,Domestic Short Hair ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19048789,description,"Sipha loves nothing more than to be pet, and bonus points if she’s sitting in your lap while you do it. She’ll purr non-stop, offer you her chin, and give you loving headbutts. Sipha was likely someone’s pet at some point, but has been living on the streets for a while. She was being fed by a kind person and has had at least two litters. As a result, while she adores humans, she’s a wary cat and frightens easily at loud noises and sudden movements. Don’t worry about her disappearing under the bed for too long, however. Just offer her cuddles and she’ll come right back out. Sipha is a very chill cat (not a whole lot of zoomies to deal with) and would do better as your one-and-only pet in a household free of children.",2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
18989734,url,https://catcafebk.com/our-cats/?cat=18989734,2023-07-08 16:27:17+00:00,
18989734,cat_name,Sriracha & Sambal,2023-07-08 16:27:17+00:00,
18989734,age,5 Months 23 Days ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
18989734,cafe_cat,False,2023-07-08 16:27:17+00:00,
18989734,kid_approved,False,2023-07-08 16:27:17+00:00,
18989734,dog_approved,False,2023-07-08 16:27:17+00:00,
18989734,companion_cat,False,2023-07-08 16:27:17+00:00,
18989734,bonded_pair,True,2023-07-08 16:27:17+00:00,
18989734,single_cat,False,2023-07-08 16:27:17+00:00,
18989734,type,Domestic Short Hair ,2023-07-08 16:27:17+00:00,
18989734,description,"Sambal and Sriracha may have spicy names, but they are as sweet as can be. They are very attached and are always snuggling together. Sriracha (black and white) is adventurous and loves to play. She is always the first to check out a new space or toy while her brother watches from afar. Sambal (black) has ""grumpy old man"" energy with his love of warm spaces and long naps. He is very protective of his sister. These two will bring so much joy to your home, both from their love for each other and their pending love for you!",2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
18986903,url,https://catcafebk.com/our-cats/?cat=18986903,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
18986903,cat_name,Sunnydale High,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
18986903,age,3 Years 0 Months ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
18986903,gender, Female,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
18986903,cafe_cat,False,2023-07-08 16:27:17+00:00,
18986903,kid_approved,False,2023-07-08 16:27:17+00:00,
18986903,dog_approved,False,2023-07-08 16:27:17+00:00,
18986903,companion_cat,True,2023-07-08 16:27:17+00:00,
18986903,bonded_pair,False,2023-07-08 16:27:17+00:00,
18986903,single_cat,True,2023-07-08 16:27:17+00:00,
18986903,type,Domestic Short Hair ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
18986903,description,"Sunnydale High is a super sweet and quiet ginger girl. She absolutely adores wand toys, treat tubes, as well as scritches on her forehead and in front of her ears. She can get spooked easily, but she’s getting braver as she gets more comfortable. She would do well with a patient adopter willing to go at her pace, especially since she appreciates her independence. Sunnydale is FIV+ and will live a normal, healthy life when provided with quality care such as a balanced diet and yearly wellness exams (like any cat). As FIV+ is not transmittable between neutered/spayed cats under normal circumstances, we are happy for FIV+ cats to mingle with FIV- cats in their adoptive homes.",2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19062612,url,https://catcafebk.com/our-cats/?cat=19062612,2023-07-08 16:27:17+00:00,
19062612,cat_name,Temporary Shadow,2023-07-08 16:27:17+00:00,
19062612,age,10 Months 26 Days ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19062612,gender, Female,2023-07-08 16:27:17+00:00,
19062612,cafe_cat,False,2023-07-08 16:27:17+00:00,
19062612,kid_approved,True,2023-07-08 16:27:17+00:00,
19062612,dog_approved,True,2023-07-08 16:27:17+00:00,
19062612,companion_cat,False,2023-07-08 16:27:17+00:00,
19062612,bonded_pair,False,2023-07-08 16:27:17+00:00,
19062612,single_cat,False,2023-07-08 16:27:17+00:00,
19062612,type,Domestic Short Hair ,2023-07-08 16:27:17+00:00,
19062612,description,"Temporary Shadow is an active and cuddly young cat. She loves to be pet around her head and will roll around her back to ask for belly rubs. She is very energetic and constantly playing, although she does occasionally take a quick break for a snooze. She is quick to adapt to new environments and would be happiest in a home with an age appropriate feline friend.",2023-07-08 16:27:17+00:00,
19015676,url,https://catcafebk.com/our-cats/?cat=19015676,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19015676,cat_name,Thumbs Up & Stuart,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19015676,age,5 Months 17 Days ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19015676,gender, Male,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19015676,cafe_cat,False,2023-07-08 16:27:17+00:00,
19015676,kid_approved,True,2023-07-08 16:27:17+00:00,
19015676,dog_approved,True,2023-07-08 16:27:17+00:00,
19015676,companion_cat,False,2023-07-08 16:27:17+00:00,
19015676,bonded_pair,True,2023-07-08 16:27:17+00:00,
19015676,single_cat,False,2023-07-08 16:27:17+00:00,
19015676,type,Domestic Short Hair ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19015676,description,"These two purr-machines are the sweetest guys you’ll ever meet. They are always seen snuggled up to each other in the kitty bed grooming each other. Stuart is a total lover. As soon as you get near him, he purrs loudly and rubs up against you for snuggles. This pirate kitty always wants to play and hop up on laps for cuddles.  Thumbs Up is a bit more cautious than his BFF – while the first to explore, he takes his time to get to know you more snuggling in. His extra thumbs come in handy for playing with Stuart.",2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19060906,url,https://catcafebk.com/our-cats/?cat=19060906,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19060906,cat_name,Toil,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19060906,age,1 Year 8 Months ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19060906,gender, Female,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19060906,cafe_cat,True,2023-07-08 16:27:17+00:00,
19060906,kid_approved,True,2023-07-08 16:27:17+00:00,
19060906,dog_approved,True,2023-07-08 16:27:17+00:00,
19060906,companion_cat,False,2023-07-08 16:27:17+00:00,
19060906,bonded_pair,False,2023-07-08 16:27:17+00:00,
19060906,single_cat,False,2023-07-08 16:27:17+00:00,
19060906,type,Domestic Short Hair ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19060906,description,"Oh, how we love this lady! Sweet Toil has been a cafe resident for over a year and we have no idea how she hasn't been snatched up! She is gentle and affectionate and gets along well with other cats and would love a home with a feline friend.",2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19006297,url,https://catcafebk.com/our-cats/?cat=19006297,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19006297,cat_name,Toothless,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19006297,age,5 Years 3 Months ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19006297,gender, Male,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19006297,cafe_cat,False,2023-07-08 16:27:17+00:00,
19006297,kid_approved,False,2023-07-08 16:27:17+00:00,
19006297,dog_approved,False,2023-07-08 16:27:17+00:00,
19006297,companion_cat,True,2023-07-08 16:27:17+00:00,
19006297,bonded_pair,False,2023-07-08 16:27:17+00:00,
19006297,single_cat,True,2023-07-08 16:27:17+00:00,
19006297,type,Domestic Short Hair ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19006297,description,"Toothless was a popular fixture on his Flatbush block and was fed daily by a resident caretaker until the building super became hostile to him. After going to foster he got a full mouth extraction due to severe dental disease, but he still enjoys dry food and loves Temptations. Toothless didn’t always have positive encounters with humans on the street and sometimes he can still have defensive instincts, but he has become very affectionate and loves being petted. He is also extremely playful. He loves string toys and he never tires of his plastic tiered rolling ball toy. He has exhibited some bullying behavior with mellow female cats, but could possibly find a playmate with a high-spirited male that matches his energy.",2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19014862,url,https://catcafebk.com/our-cats/?cat=19014862,2023-07-08 16:27:17+00:00,
19014862,cat_name,Whitley,2023-07-08 16:27:17+00:00,
19014862,age,4 Months 25 Days ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19014862,gender, Female,2023-07-08 16:27:17+00:00,
19014862,cafe_cat,False,2023-07-08 16:27:17+00:00,
19014862,kid_approved,False,2023-07-08 16:27:17+00:00,
19014862,dog_approved,False,2023-07-08 16:27:17+00:00,
19014862,companion_cat,True,2023-07-08 16:27:17+00:00,
19014862,bonded_pair,False,2023-07-08 16:27:17+00:00,
19014862,single_cat,True,2023-07-08 16:27:17+00:00,
19014862,type,Domestic Short Hair ,2023-07-08 16:27:17+00:00,
19014862,description,"Whitley is a very sweet and friendly feline. With a calm demeanor and gentle nature, Whitley is perfect for those seeking a more independently minded companion. She is comfortable with being picked up in your arms and she loves receiving head and chin scratches. Whitley is currently on a wet food diet as she is showing symptoms which may be related to kidney disease. While tolerant of other cats, she prefers an area she can call her own.",2023-07-08 16:27:17+00:00,
19047320,url,https://catcafebk.com/our-cats/?cat=19047320,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19047320,cat_name,Winding Road & Turbo,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19047320,age,6 Months 6 Days ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19047320,gender, Male,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19047320,cafe_cat,True,2023-07-08 16:27:17+00:00,
19047320,kid_approved,True,2023-07-08 16:27:17+00:00,
19047320,dog_approved,True,2023-07-08 16:27:17+00:00,
19047320,companion_cat,False,2023-07-08 16:27:17+00:00,
19047320,bonded_pair,True,2023-07-08 16:27:17+00:00,
19047320,single_cat,False,2023-07-08 16:27:17+00:00,
19047320,type,Domestic Short Hair ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
19047320,description,"Turbo and Winding Road are an entertaining and ridiculous pair. Turbo is definitely the brains of the operation and will often send his buddy out to investigate new situations. Winding Road is obsessed with playing and really, really bad at hide and seek. These besties are good with other cats and would be happy with kids or dogs.",2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
18989033,url,https://catcafebk.com/our-cats/?cat=18989033,2023-07-08 16:27:17+00:00,
18989033,cat_name,Yoda,2023-07-08 16:27:17+00:00,
18989033,age,7 Years 2 Months ,2023-07-08 16:27:17+00:00,2023-07-08 17:09:22+00:00
18989033,gender, Male,2023-07-08 16:27:17+00:00,
18989033,cafe_cat,False,2023-07-08 16:27:17+00:00,
18989033,kid_approved,True,2023-07-08 16:27:17+00:00,
18989033,dog_approved,False,2023-07-08 16:27:17+00:00,
18989033,companion_cat,True,2023-07-08 16:27:17+00:00,
18989033,bonded_pair,False,2023-07-08 16:27:17+00:00,
18989033,single_cat,True,2023-07-08 16:27:17+00:00,
18989033,type,Domestic Short Hair ,2023-07-08 16:27:17+00:00,
18989033,description,"Yoda is the most snuggly lap cat one could ask for. This friendly boy is a gentle giant who will crawl onto your lap or chest and make himself at home. He loves chin scritches, belly rubs, and being held like a baby, spooned, cradled, petted…you name it. He also loves to lick humans, and will lick your hand / arm / face if you let him. Since he is so social, he will be happiest in a home with people who are able to give him the attention he seeks and who either work from home or have a flexible schedule and won’t leave him alone for extended periods of time over multiple days. Yoda is a lowkey cat, who spends most of the day napping in a quiet spot. He lives up to his name, and really does look like a version of baby Yoda with his wide-set ears and sleepy eyes. He’s not a picky eater and gets chatty when he’s hungry and will tell you he wants food with his sweet meow! He likes to play with wand toys. At night he sleeps on the foot of the bed or will climb up and curl up into a body nook. He is not a fan of closed doors. Yoda does have some health issues that we are getting under control and we'd be happy to talk more about what this sweet guy needs to get healthy.",2023-07-08 16:27:17+00:00,
18576198,url,https://catcafebk.com/our-cats/?cat=18576198,,2023-07-08 16:27:17+00:00
18576198,cat_name,Aeon,,2023-07-08 16:27:17+00:00
18576198,age,10 Years 5 Months ,,2023-07-08 16:27:17+00:00
18576198,gender, Female,,2023-07-08 16:27:17+00:00
18576198,cafe_cat,False,,2023-07-08 16:27:17+00:00
18576198,kid_approved,False,,2023-07-08 16:27:17+00:00
18576198,dog_approved,False,,2023-07-08 16:27:17+00:00
18576198,companion_cat,True,,2023-07-08 16:27:17+00:00
18576198,bonded_pair,False,,2023-07-08 16:27:17+00:00
18576198,single_cat,True,,2023-07-08 16:27:17+00:00
18576198,type,Domestic Short Hair ,,2023-07-08 16:27:17+00:00
18576198,description,"Aeon is a gorgeous, chatty tortie girl with a big personality! She loves to play with her wand toys, and loves anything crinkly. If you’ve got a shoebox laying around, you can be sure to find her rolling around in it. Aeon loves to initiate pets by rubbing her face on your hand and calling out for you with her sweet voice. She sleeps at the foot of her fosters bed and has just started exploring the world of bedtime cuddles. She is a little particular about pets sometimes, but she will let you know with a gentle “no thank you”. Aeon is a bit timid about loud noises and would do best in a home with a quiet home without children or other pets. She takes a bit of time to come out of her shell, but she is well worth the wait!",,2023-07-08 16:27:17+00:00
18949108,url,https://catcafebk.com/our-cats/?cat=18949108,,2023-07-08 16:27:17+00:00
18949108,cat_name,Aioli & Dijon,,2023-07-08 16:27:17+00:00
18949108,age,4 Months 3 Days ,,2023-07-08 16:27:17+00:00
18949108,cafe_cat,False,,2023-07-08 16:27:17+00:00
18949108,kid_approved,True,,2023-07-08 16:27:17+00:00
18949108,dog_approved,True,,2023-07-08 16:27:17+00:00
18949108,companion_cat,False,,2023-07-08 16:27:17+00:00
18949108,bonded_pair,True,,2023-07-08 16:27:17+00:00
18949108,single_cat,False,,2023-07-08 16:27:17+00:00
18949108,type,Domestic Short Hair ,,2023-07-08 16:27:17+00:00
18949108,description,"Aioli & Dijon are full of zest and zing — whether it’s playing with each other or going wild with a wand toy.  Aioli (brown tabby) is as cute as a button, and even has a brown tabby spot that looks like a belly button. He’s fearless and is always ready to pounce on a new toy and  will always be the first to dig into a meal.  Dijon (grey and white) is slightly shyer, but she will never say no to a churu. She’s a master baker, expertly making biscuits and purring on her bed. Her favorite toy is a ribbon wand toy and she’s not afraid to show her brother who’s boss by hogging the food bowl sometimes.",,2023-07-08 16:27:17+00:00
18049093,url,https://catcafebk.com/our-cats/?cat=18049093,,2023-07-08 16:27:17+00:00
18049093,cat_name,Apollo & Artemis,,2023-07-08 16:27:17+00:00
18049093,age,1 Year 1 Month ,,2023-07-08 16:27:17+00:00
18049093,cafe_cat,False,,2023-07-08 16:27:17+00:00
18049093,kid_approved,True,,2023-07-08 16:27:17+00:00
18049093,dog_approved,True,,2023-07-08 16:27:17+00:00
18049093,companion_cat,False,,2023-07-08 16:27:17+00:00
18049093,bonded_pair,True,,2023-07-08 16:27:17+00:00
18049093,single_cat,False,,2023-07-08 16:27:17+00:00
18049093,type,Domestic Short Hair / Mixed ,,2023-07-08 16:27:17+00:00
18049093,description,"Apollo and Artemis are sweet and sassy teens ready to find their forever home. Apollo, the handsome grey and white tabby fellow, is generous with headbutts, boisterous, chatty and will do just about anything if treats are involved. He is definitely the brawn and swagger of this operation. Sweet Artemis, slightly more petite, black and white girlie with a gorgeous ink spot chin (her favorite skritch zone). While not as gregarious as her brother, Artemis is quite the clever girl and isn't about to let the boys push her around. She likes to carefully observe a situation before diving in. Treats both crunchy and churu tube go a long way in winning her over. They have both recently discovered the delight that is a cat tree and love watching birds and dragon flies from the window. With pink noses and toe beans, these kittens are two wonderful companions, sure to brighten whatever home they find themselves in. The only thing this bonded pair loves more than each other is other cats — they won over their foster's grumpy resident kitty in a matter of days.",,2023-07-08 16:27:17+00:00
18844592,url,https://catcafebk.com/our-cats/?cat=18844592,,2023-07-08 16:27:17+00:00
18844592,cat_name,Baby Shark,,2023-07-08 16:27:17+00:00
18844592,age,9 Months 7 Days ,,2023-07-08 16:27:17+00:00
18844592,gender, Female,,2023-07-08 16:27:17+00:00
18844592,cafe_cat,False,,2023-07-08 16:27:17+00:00
18844592,kid_approved,False,,2023-07-08 16:27:17+00:00
18844592,dog_approved,False,,2023-07-08 16:27:17+00:00
18844592,companion_cat,False,,2023-07-08 16:27:17+00:00
18844592,bonded_pair,False,,2023-07-08 16:27:17+00:00
18844592,single_cat,False,,2023-07-08 16:27:17+00:00
18844592,type,Domestic Short Hair ,,2023-07-08 16:27:17+00:00
18844592,description,"Baby Shark is a sweet tuxedo who likes taking naps on soft beds, purring during long combing sessions, and swatting at wand toys. She loves scratches under her chin and behind her ears, and will reward you with loud, loving purrs and flashes of her belly. She gets along with other cats in her foster home, but because of her timid personality and sweet disposition, she would thrive in a quiet home where she can get the most care and attention. She is a low-key, trusting kitty that easily adapts to new environments and has a lot of love to give.",,2023-07-08 16:27:17+00:00
18949086,age,4 Months 19 Days ,,2023-07-08 16:27:17+00:00
18948728,age,6 Months 0 Days ,,2023-07-08 16:27:17+00:00
18948728,description,"Popeye and Bluto are a very sweet, but shy pair of kittens. Popeye (black and white boy) pretends to be shy, but after he’s picked up and held, he starts to purr and won’t stop. His favorite way to sleep is with his chin resting over one of your arms. Bluto (tortoiseshell girl) can be picked up with no problems and settles into her fosters’ arms instantly. The longer you hold Bluto, the more she droops through your arms. She likes to sleep with her head hanging upside-down!",,2023-07-08 16:27:17+00:00
17834315,age,2 Years 10 Months ,,2023-07-08 16:27:17+00:00
17834315,kid_approved,False,,2023-07-08 16:27:17+00:00
17834315,companion_cat,False,,2023-07-08 16:27:17+00:00
17834315,single_cat,False,,2023-07-08 16:27:17+00:00
17834315,description,"Bobsled is turning into quite a spunky lovey gentleman. A tuxedo with white handlebar mustaches from the Bronx, he might look tough but he will melt you with his tiny meow and Puss-in-Boots eyes. Bobsled loves play hunting with the wire wand and toys on ribbons. He will even stalk a yoga mat inched along the ground with your toes! He gets creative -- pretending not to care, or hiding under a chair…and then he strikes! He loves treats and might accidentally scratch if he gets too excited, but he is nothing but love. Bobsled nurses adorably on soft blankets and perches atop boxes. He will sit with you but he's not a lap cat (yet) - he will lounge nearby and send you loving blink kisses. He likes being pet from the shoulders back - he isn't on board with ear scritches yet. Bob is quiet and non-aggressive and might benefit from a mellow similar-age or slightly older feline companion to show him the ropes. He gets agitated when he hears dogs and may not do well with one in the home. He may do well in a home with older children if they can respect his need for space. Bobsled is in need of an echocardiogram due to having a heart murmur and we'd be happy to arrange an appointment at our next rescue clinic.",,2023-07-08 16:27:17+00:00
18458507,url,https://catcafebk.com/our-cats/?cat=18458507,,2023-07-08 16:27:17+00:00
18458507,cat_name,Bonnie & Buddy,,2023-07-08 16:27:17+00:00
18458507,age,6 Months 16 Days ,,2023-07-08 16:27:17+00:00
18458507,gender, Female,,2023-07-08 16:27:17+00:00
18458507,cafe_cat,False,,2023-07-08 16:27:17+00:00
18458507,kid_approved,False,,2023-07-08 16:27:17+00:00
18458507,dog_approved,False,,2023-07-08 16:27:17+00:00
18458507,companion_cat,False,,2023-07-08 16:27:17+00:00
18458507,bonded_pair,True,,2023-07-08 16:27:17+00:00
18458507,single_cat,False,,2023-07-08 16:27:17+00:00
18458507,type,Domestic Short Hair (short coat) ,,2023-07-08 16:27:17+00:00
18458507,description,"Buddy and Bonnie are brother and sister kittens. Buddy is very playful and loves to play with toys as well as with his sister. He is a sweet, affectionate boy who loves to eat! He is litter trained and will do well with an experienced pet owner. Bonnie is a sweet girl who loves to cuddle and play with mice and her brother. She is very affectionate, healthy and would do well with an experienced pet owner. She was rescued with her brother and they would like to find a loving home together. Buddy and Bonnie will have their first vet appointment on September 1 when they will receive their first vaccines, microchips and be tested for FIV/FeLV. Adopters will be required to get Buddy and Bonnie neutered and spayed with the assistance of the rescuer. *Courtesy Posting: This cat is being independently offered for adoption by a rescuer who is not a representative of BBAWC or Brooklyn Cat Cafe. The rescuer offering this cat is responsible for the content of this post and any medical records and vaccines. BBAWC and Brooklyn Cat Cafe cannot vouch for any information in this post. An adoption fee will be charged by the rescuer.",,2023-07-08 16:27:17+00:00
18692203,url,https://catcafebk.com/our-cats/?cat=18692203,,2023-07-08 16:27:17+00:00
18692203,cat_name,Brownie Bite,,2023-07-08 16:27:17+00:00
18692203,age,6 Years 11 Months ,,2023-07-08 16:27:17+00:00
18692203,gender, Male,,2023-07-08 16:27:17+00:00
18692203,cafe_cat,False,,2023-07-08 16:27:17+00:00
18692203,kid_approved,True,,2023-07-08 16:27:17+00:00
18692203,dog_approved,False,,2023-07-08 16:27:17+00:00
18692203,companion_cat,True,,2023-07-08 16:27:17+00:00
18692203,bonded_pair,False,,2023-07-08 16:27:17+00:00
18692203,single_cat,True,,2023-07-08 16:27:17+00:00
18692203,type,Domestic Short Hair ,,2023-07-08 16:27:17+00:00
18692203,description,"Brownie Bite is a sweet and fluffy fellow. He loves to play, but will do it in a very relaxed way, often times lying down while attacking the string. He has such a cute, tiny meow that seems out of place for such a big guy! His favorite place to sit is at your feet, begging for love. Brownie Bite is dealing with some health issues that make him limp, but we’re working on getting him back into shape.",,2023-07-08 16:27:17+00:00
18570518,url,https://catcafebk.com/our-cats/?cat=18570518,,2023-07-08 16:27:17+00:00
18570518,cat_name,Buffy,,2023-07-08 16:27:17+00:00
18570518,age,2 Years 3 Months ,,2023-07-08 16:27:17+00:00
18570518,gender, Female,,2023-07-08 16:27:17+00:00
18570518,cafe_cat,False,,2023-07-08 16:27:17+00:00
18570518,kid_approved,False,,2023-07-08 16:27:17+00:00
18570518,dog_approved,False,,2023-07-08 16:27:17+00:00
18570518,companion_cat,True,,2023-07-08 16:27:17+00:00
18570518,bonded_pair,False,,2023-07-08 16:27:17+00:00
18570518,single_cat,True,,2023-07-08 16:27:17+00:00
18570518,type,Domestic Short Hair ,,2023-07-08 16:27:17+00:00
18570518,description,"Buffy is a friendly tabby who enjoys exploring as well as taking long naps. She loves playing with toys, particularly wands and anything else with a string. Buffy will bring you her favorite ball(s) while you are in bed for a good game of fetch. She is comfortable with being picked up, but doesn’t like being held too long. She likes to roam around the home exploring every corner and climbing onto high places (think top of the refrigerator). Buffy is fond of treats, all shapes and sizes, as well as eating her meals on time and she’ll let you know if she’s hungry with some chirps. She seems pretty active and will likely do well in a home where she can get plenty of attention and may enjoy having a feline friend. She would most likely do best in a home with older children as she can still be a bit skittish and nip when scared, but she is making great progress and is a total delight.",,2023-07-08 16:27:17+00:00
18578528,age,8 Months 17 Days ,,2023-07-08 16:27:17+00:00
18578528,description,"Mesclun and Butterhead are two active sisters who love to wrestle and climb on the cat tree. They’re always ready to play and are learning about how much scritches can be! When they’re not playing, they split their time exploring, kneading fleece, and taking adorable naps. Butterhead (black & white) will follow you around begging for scritches. She will reward you with lots of headbutts and brush against the leg. Mesclun is still not too sure about scritches, but if there is Churu involved, she will happily accept a pet or two. She is very curious and will be the first to explore a new area and is comfortable enjoying your company from a close distance. The pair enjoy long sessions with a cat dancer, pouncing on toy mice, cuddles and catnip. They both get along well with other cats and are looking for a patient family ready to help them continue practicing being brave.",,2023-07-08 16:27:17+00:00
18956052,cat_name,Cassave & Baby Corn,,2023-07-08 16:27:17+00:00
18956052,age,4 Months 0 Days ,,2023-07-08 16:27:17+00:00
17575802,age,7 Years 6 Months ,,2023-07-08 16:27:17+00:00
18109870,url,https://catcafebk.com/our-cats/?cat=18109870,,2023-07-08 16:27:17+00:00
18109870,cat_name,Connie,,2023-07-08 16:27:17+00:00
18109870,age,1 Year 7 Months ,,2023-07-08 16:27:17+00:00
18109870,gender, Female,,2023-07-08 16:27:17+00:00
18109870,cafe_cat,True,,2023-07-08 16:27:17+00:00
18109870,kid_approved,False,,2023-07-08 16:27:17+00:00
18109870,dog_approved,False,,2023-07-08 16:27:17+00:00
18109870,companion_cat,True,,2023-07-08 16:27:17+00:00
18109870,bonded_pair,False,,2023-07-08 16:27:17+00:00
18109870,single_cat,True,,2023-07-08 16:27:17+00:00
18109870,type,Domestic Short Hair ,,2023-07-08 16:27:17+00:00
18109870,description,"Connie is a total love bug which makes it almost impossible to snap a photo of her as she is constantly coming for head butts and cuddles! She can be a little reserved at first, hiding in the bathroom or finding a spot underneath the bed, but after a few weeks, she will follow you around and demand lots of pats and cuddles. She loves to watch TV with humans and even loves watching ice hockey (for whatever reason she will be glued to the TV and it’s rather funny- we think she’s a Rangers fan!) She enjoys playing with the cat wand and is NUTS for catnip. Overall, she’s very sweet and just wants to hang with the humans! Her little meow when she wants pats is the cutest thing ever. She does occasionally scratch at furniture but is adjusting to the cat post more. She's incredibly playful and if she doesn't have a feline friend, she'll need lots of human interaction.",,2023-07-08 16:27:17+00:00
18666870,age,1 Year 5 Months ,,2023-07-08 16:27:17+00:00
18667434,url,https://catcafebk.com/our-cats/?cat=18667434,,2023-07-08 16:27:17+00:00
18667434,cat_name,Cowboy,,2023-07-08 16:27:17+00:00
18667434,age,5 Years 4 Months ,,2023-07-08 16:27:17+00:00
18667434,gender, Male,,2023-07-08 16:27:17+00:00
18667434,cafe_cat,False,,2023-07-08 16:27:17+00:00
18667434,kid_approved,False,,2023-07-08 16:27:17+00:00
18667434,dog_approved,False,,2023-07-08 16:27:17+00:00
18667434,companion_cat,True,,2023-07-08 16:27:17+00:00
18667434,bonded_pair,False,,2023-07-08 16:27:17+00:00
18667434,single_cat,True,,2023-07-08 16:27:17+00:00
18667434,type,Domestic Short Hair ,,2023-07-08 16:27:17+00:00
18667434,description,"Cowboy is a very classy modern gentleman who enjoys pets only after giving clear consent. He was found abandoned in a carrier on a busy street in Brooklyn. Understandably, he took some time to get settled, but is now a charming, cheeky fellow.  Although not much of a lapcat, he likes to keep tabs on his foster while they work from home and is sometimes very chatty with his kitty babbling. His favorite pastimes include chasing after a tennis ball, enjoying churu fresh from the tube, and lounging around the house. Just give him a chance and Cowboy will be a delightful companion to the right home. Plus, as a polydactyl cat, he's got some adorable thumbs. He's cautiously beginning to accept pets and sometimes even appreciates being carried. We don't think he likes other animals and would not be suitable for a home with children.",,2023-07-08 16:27:17+00:00
18928108,age,5 Months 21 Days ,,2023-07-08 16:27:17+00:00
