id,url,name,age,gender,cafe_cat,kid_approved,dog_approved,companion_cat,bonded_pair,single_cat,type,description,system_import_at
19004866,https://catcafebk.com/our-cats/?cat=19004866,Hugo & Amicia,8 Months 19 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Hugo and Amicia are the perfect combination of orange and tortie kittens! They are playful and love wand toys and enjoys curling up in laps. Hugo is a handsome and happy kitten. He purrs as soon as you pick him up and will stay in your arms for hours if you let him. He enjoys being held, sitting on his human’s lap and grooming his humans. Hugo is a good work-from-home assistant (or distraction?) and will stay next to you to keep you company. Hugo enjoys napping on the bed with his foster so make sure you reserve a spot on the bed for him when it comes to the bed time. Amicia has the cutest face and her fur is silky soft. She is slightly reserved than Hugo but once you bring out her favorite treats, Churu, she will jump right into your lap. After finishing Churu, she would hang out on your lap and enjoy scritches. Amicia may have mild cerebellar hypoplasia which means she walks a little bit wobbly. However, this doesn’t stop her from jumping onto the couch and chasing her favorite toy. She can be uncoordinated at times but it doesn’t impact her daily life.",2023-03-13 13:36:56+00:00
18950721,https://catcafebk.com/our-cats/?cat=18950721,Hurricane & Tsunami,5 Months 11 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Hurricane is a super brave and friendly little boy. He loves to run around and attack anything left on the floor when he has the zoomies. He adores people and his big foster brother, and will follow both of them around, sometimes getting a bit under foot in his quest for attention. He’ll cuddle up to you and purr for pets, and when it’s time to sleep there’s nothing he enjoys more than a warm lap. Tsunami is much shyer than her brother, but her trust is easy to earn with treats and playtime sessions. She loves to chase a feather on a stick and play hide and pounce with Hurricane. She’s not quite a lap cat (yet!) but once she gets to know you she will happily accept pets at nap time, often flopping over to purr when she finally lets her guard down and remembers she loves to be pampered. Because of her white face and pink lips she looks like she’s got a permanent blep, which is just adorable.",2023-03-13 13:36:56+00:00
19004874,https://catcafebk.com/our-cats/?cat=19004874,Indica,2 Years 8 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Indica is a sweet and friendly lady who enjoys playing, bird watching and curling up next to her human. She loves to eat and will always let you know when she’s hungry. She is looking for a new home after her previous owner lost his housing. She previously lived with other cats and with a large dog, but she seems to love her alone time and we think she could also do well as an only pet. Her sister Sativa is also available for adoption, they can be adopted together or separately, as they are not bonded.",2023-03-13 13:36:56+00:00
19062620,https://catcafebk.com/our-cats/?cat=19062620,Jack,4 Years 6 Months , Male,False,False,False,True,False,True,Domestic Long Hair ,"Jack is a beautiful fluffy guy with big furry paws and beautiful big green eyes. Although he’s not yet the biggest snuggler, he frequently rubs against legs, asking for affection. He likes playing and treats, and is very gentle when he takes them with his big paws. He is fairly independent and will spend time by himself in his favorite hiding spots, but also enjoys “hanging” with his fosters, although usually from a respectable distance with a great vantage point of the room. Even when he’s hiding, he will pop his head out if he hears the crinkle of the treat bag.",2023-03-13 13:36:56+00:00
18892061,https://catcafebk.com/our-cats/?cat=18892061,Jack & Janet,7 Years 7 Months ,,False,False,False,False,True,False,Domestic Short Hair ,"Jack and Janet are the cutest tuxedo cats that you’ll ever meet. These siblings love cuddles and scritches and curling up with humans. Jack is a gentle grey boy. Although shy around strangers, when you’re cozy in bed, he’s the bravest cat around! Jack loves to crawl in bed with you and snuggle up and you can hug him to sleep. Janet is a well-mannered lady. She’s always lounging around, and is undisturbed around strangers. You can find her sitting on high surfaces, chilling and enjoying the sun. If she’s feeling cozy, she will put on a show for you by rolling around with her body all stretched out.",2023-03-13 13:36:56+00:00
18724899,https://catcafebk.com/our-cats/?cat=18724899,Jackson Galaxy & Liberty,9 Months 26 Days , Male,False,True,True,False,True,False,Domestic Short Hair ,"Liberty can be a bit shy at first, but energetic and spunky when he gets to know you. He loves to run around and explore when he thinks you’re not looking, and will wage fierce hour long battles with dangling toys. He is a loving protector of his bonded brother, Jackson Galaxy. Jackson Galaxy is a hide-and-seek master, who loves to keep an eye on his humans from his latest hidey-hole. A true proximity-puss, he doesn’t like it when you get too close, but his beautiful eyes will always keep you in sight.",2023-03-13 13:36:56+00:00
18738532,https://catcafebk.com/our-cats/?cat=18738532,Jacques,2 Years 5 Months , Male,False,True,False,True,False,True,Domestic Short Hair ,"Jacques is a beautiful boy with shiny orange fur, cute white paws and a fluffy belly. He is super sweet and affectionate and likes to come say hello by rubbing your legs with his head. Jacques also LOVES being brushed and will sometimes flip over to give you his belly for some rubs. Jacques adores being close to his humans and will jump up to the chair next to your desk and watch you work or will quietly sit to watch you do chores around the house, patiently waiting for attention and pets. This smart boy has learned to be patient and will sit when you grab the treat bag and wait for you to give him the treat instead of reaching with his little cute paws. If you pat the seat next to you and ask him to come over, he will happily jump up onto the couch to sit next to you. Jacques is the most polite and gentle baby and you will fall in love with him immediately, just look at his sweet face!! Jacques has dental disease and in need of surgery -- we'd be happy to talk more about what this entails.",2023-03-13 13:36:56+00:00
18848819,https://catcafebk.com/our-cats/?cat=18848819,Jammies & Nightie,9 Months 25 Days , Female,False,True,True,False,True,False,Domestic Short Hair ,"Ready to fall in love? The two of them are an inseparable pair: their default state is to lie right next to, if not on top of, one another. They can usually be found in a cozy spot not far from where the humans are—on a chair, burrowed in a blanket, or right on your desk as you tap away at your keyboard! Jammies looks black at first, but in the sunlight you can see her beautiful brown stripes. She has developed the daily routine of greeting her humans every morning by meowing and promptly flopping over, soliciting belly rubs. When she isn’t basking in the sun or curling up for a nap, she will climb onto your lap for pets and make it hard for you to focus on your ask at hand. Nightie tends to follow her sister’s lead, but is confident enough to invite treats, pets, and under-the-chin scratches (her favorite kind) all by herself. Nightie is excited to show you her stretching abilities and her balancing skills, getting up on her two hind legs to grab a toy, chat with her sister, or push open the door if you closed it by accident!  Endless entertainment and affection await anyone who provides these sisters with a permanent home.",2023-03-13 13:36:56+00:00
19006008,https://catcafebk.com/our-cats/?cat=19006008,Jewel,6 Years 1 Month , Female,False,False,False,True,False,True,Domestic Short Hair ,"Jewel was found abandoned in Canarsie, Brooklyn. She was underweight and had ringworm, but she’s finished her medication and would love to get out of quarantine and into a loving home. The vet estimates she is between 5 and 6 years old, but based on recent bloodwork, she has the early stages of kidney disease, so it’s really important that she stays hydrated and eats high quality wet food. She is very sweet, but a bit shutdown since she’s been living in a crate for so long.",2023-03-13 13:36:56+00:00
18498349,https://catcafebk.com/our-cats/?cat=18498349,Jib & Luff,10 Months 1 Day ,,False,True,True,False,True,False,Domestic Short Hair ,"Energetic Jib and her larger and shyer buddy Luff are cousins rescued from the same backyard. Despite her smaller size, Jib (gray) loves to wrestle with her much bigger buddy. Jibb is the first to explore, eat and play. She will bite the churu right out the tube which is really cute. She really loves scratches around the face and will give you some welcoming purrs while on her back with all four legs up – and she’ll let you know when it’s time for more scratches. She loves to take care of Luff by cleaning his face. Though twice the size of his cousin, Luff (orange) is much more shy and reserved than Jib. He usually lets her lead the way first in playing and exploring, but once he’ll join in on the fun once he feels comfortable. He likes laying in the cat bed on the adult bed where he is snuggled up and over time he will make his way closer & closer to you up to laying up against you for a bit before returning back to his favorite spot. He becomes a lot more welcoming & even looking for scratches when he’s a bit tired and getting ready for sleep. He’s a little more chill than and less mischievous than his buddy. They compliment each other well. Both kittens love playing with each other and lots of treats! They are very energetic and you must be ready to play. They’re also great napping buddies.",2023-03-13 13:36:56+00:00
18989738,https://catcafebk.com/our-cats/?cat=18989738,Jobu Tupaki,4 Years 1 Month , Female,False,False,False,True,False,True,Domestic Short Hair ,"Fashion icon and traveler of the multiverse Jobu Tupaki has, like the character she was named for, a tough exterior that belies her inner vulnerability and search for meaning. She previously lived on a porch where she gave birth to litter after litter of kittens. She was brought to us ill and with a large gnarly face wound to finally be spayed and begin the next chapter of her life. Both her demeanor and appearance still show traces of the trauma and difficult circumstances of her past street life, but she is making rapid progress and now feels secure enough to eat and nap (complete with adorable loud snores) in front of her foster mother. She may initially hiss at you, but that is just how she says hello! Scritches to the head, neck, and ears elicit rusty-sounding purrs; however, she also suddenly gets overstimulated and will gently bite or clasp your arm. She needs affection on her own terms and needs to be adopted into a home with experienced cat owners and no children. She is indifferent to other cats and would be happy as a single or as a companion to polite feline friends.",2023-03-13 13:36:56+00:00
19079753,https://catcafebk.com/our-cats/?cat=19079753,Kenya,, Female,False,False,False,False,False,False,Domestic Short Hair ,"Petite and gorgeous Kenya has big ears and a curious and playful demeanor. She’s still a kitten at heart, and she loves to explore and sniff every nook and cranny. Her favorite thing might be chasing a toy ball (or really a rolled-up ball of foil will do) – she can bat it around the apartment and entertain herself for hours! She’s skittish at first, so you’ll have to win her trust, but isn’t that true of all meaningful relationships? Once comfortable, you’ll find a real sweetheart who loves to rub her chin against your hand and rub all over your legs for pets. She might enjoy a feline friend whois a bit braver and can help her feel safe and laved.",2023-03-13 13:36:56+00:00
18724375,https://catcafebk.com/our-cats/?cat=18724375,Legend Legion,2 Years 4 Months , Male,False,False,False,False,False,False,Domestic Short Hair ,"Legion is a super sweet boy who will do anything for a chin rub or belly rub. He will come to you if you hold out your hand and immediately go ham on your hands. He’ll purr like a maniac and then wrap himself around your legs because he’s that desperate for your love – and you should give it to him! When he’s not eating or sleeping, he likes to loaf in a little comfy area and just relax. He doesn’t like loud sounds or the vacuum (his mortal enemy!). He loves his peace and quiet, and enjoys rubs and petting in relative silence. What a sweet boy!",2023-03-13 13:36:56+00:00
19004868,https://catcafebk.com/our-cats/?cat=19004868,Lotte,1 Year 6 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Lotte is a lady with strong opinions and is not shy about sharing them! She’s super affectionate, not scared of strangers and can make friends with humans easily. She loves to nap on beds and warm surfaces (sometimes laptops and electronics). Lotte loves a good scratch under her chin or on her head, but is not a fan of belly rubs or being picked up. It’s important to respect her boundaries and understand her likes and dislikes as she can be a bit jumpy and defensive if you aren’t petting her the way she likes. She’s very vocal about her demands, especially when it comes to her food so make sure to store her food in cubbies where she can’t reach them! Lotte would most likely do best in a quiet and peacefull household without children.",2023-03-13 13:36:56+00:00
19060870,https://catcafebk.com/our-cats/?cat=19060870,Lucas,1 Year 8 Months , Male,True,False,False,True,False,True,Domestic Short Hair ,"Lucas is a gentle soul who loves to lounge in the window and watch cat TV. He was rescued with very hurt paws and we weren't sure at first if he was friendly, but as his health improved, so did his spirits and he was soon requesting scritches and attention. Lucas can still be a bit shy, but is quick to find confidence when offered a handful of treats. He is a very, very deep sleeper regardless of noise and/or chaos surrounding him (even vaccums). Lucas is looking for a quiet home either by himself or with a calm companion cat - no kids or dogs, please.",2023-03-13 13:36:56+00:00
18844560,https://catcafebk.com/our-cats/?cat=18844560,Lucky Penny & Flour Sack,7 Months 27 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Lucky Penny and Flour are your typical odd couple. Lucky Penny is a happy go lucky ginger, always ready for a treat. Handsome and charming, his favorite spot is curled up next to you on the couch. He loves to play and a ribbon will keep him entertained for a long time. Flour is a wonderful ball of floof. She is slowly coming out of her shell and will settle down near you. She does enjoy scritches and belly rubs on her own terms.",2023-03-13 13:36:56+00:00
19079261,https://catcafebk.com/our-cats/?cat=19079261,Luke & Lionel,11 Months 6 Days , Male,True,False,True,False,True,False,Domestic Short Hair ,"Luke and Lionel are a dashing pair of bonded brothers — always tumbling, wrestling and snoozing together. Lionel (white chest) is a Churu-obsessed social butterfly. This goofy guy is an energizer bunny for attention, constantly wrapping around legs and demanding scritches. Luke is a bit more reserved and polite (definitely the brains of the operation), but will never turn down a treat — he may even show off his belly if he’s feeling particularly comfortable. He adores wand toys, particularly stealing them and racing around the room.",2023-03-13 13:36:56+00:00
18842008,https://catcafebk.com/our-cats/?cat=18842008,Mack,9 Months 27 Days , Male,True,True,True,False,False,False,Domestic Short Hair ,"Mack was discovered having a playful moment with some leaves on the sidewalk — and despite being cold and infested with fleas, he immediately greeted human hands with loud purrs and happy rubs. This silly boy loves to play and hates to be left alone. He enjoys nestling against laps, faces, and chins and will scale your chest to purr right in your ears. Full of spirited energy, he enjoys racing back and forth the length of the apartment, watching the outside world from the window, and chasing fuzzy strings. Mack needs an attentive home where he can get his fill of cuddles, snuggles and playtime. He needs to be adopted into a home with an age appropriate feline friend or we can pair him up with a buddy.",2023-03-13 13:36:56+00:00
18961099,https://catcafebk.com/our-cats/?cat=18961099,Macky,1 Year 5 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Macky has a lot of energy and a big personality. She will take time until she gets comfortable in her new space but once she does she will act like she pays the rent! Her favorite foods are deli turkey, churus and scrambled eggs. This girl loves to play with wands and lasers and to bat around a small bell-ball-toy. Her beautiful green eyes allow her to get away with anything. Macky is sweet with everyone, but doesn't like to be picked up just yet. Once she gets comfortable with you she is extremely affectionate and will spend hours nestling into your hands and rolling on her back for chin scratches and belly rubs. Macky has a heart murmur and we're happy to talk more about with this entails.",2023-03-13 13:36:56+00:00
19006044,https://catcafebk.com/our-cats/?cat=19006044,Mark & Mercedes,1 Year 8 Months ,,False,False,False,False,True,False,Domestic Short Hair ,"Mark and Mercedes are bonded siblings who enjoy pets, churus and toys. They come from a colony that was poisoned and their feeders desperate to save them.  They are shy, but learning to trust humans. Both siblings are very welcoming to all cats.",2023-03-13 13:36:56+00:00
18988009,https://catcafebk.com/our-cats/?cat=18988009,Marlborough Woman,3 Years 6 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Marlborough Woman is an affectionate and friendly cat who will warm right up to anybody willing to shower her with love and care. Once comfortable, she seeks out head pats and scritches and become queen of the couch very quickly. Marly loves to be around people and often comes up to greet you after coming home. She’s not afraid of new people, and loves to be pet on her own terms. If you’re especially favored, expect to receive an extended grooming session — licking is her favorite way of showing affection! Marly’s happy to lay down in a corner with your company and just purr away. She loves to stretch out and sunbathe during the day and curl up at the foot of your bed at night. Sudden movements and noises still startle Marly so she may not be great with rowdy kids, but as long as you’re not stomping and chasing her around, she’s perfectly happy to laze around.",2023-03-13 13:36:56+00:00
19006081,https://catcafebk.com/our-cats/?cat=19006081,Maui,6 Years 2 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,"Maui (aka “Meowy”) is a very chill and easy-going cat. He was rescued between the FDR and East River walk on Christmas Eve and was the best present. When he is feeling social, he is incredibly affectionate and will rub up against legs and purr very loudly! He LOVES to cuddle up on the couch and watch Netflix, and eat pretty much throughout the day (don’t we all??). He really enjoys pigeon-watching through the window and playing with a string/rope when he’s feeling inclined to do so. He loves to be pet and scritched on his head and shoulders on his own terms, but can get overly stimulated. He doesn’t like to be touched on his hind side or tail and may communicate with a swat, hiss or a soft bite but never has caused any damage from it.",2023-03-13 13:36:56+00:00
18995059,https://catcafebk.com/our-cats/?cat=18995059,McChicken & Sausage Burrito,7 Months 8 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"McChicken and Sausage Burrito are extraordinarily cuddly and friendly. They love cuddles, kisses and scritches — and boy, do they love to play! Sausage Burrito is the runt of the litter, but don’t let her size fool you. She can wrestle with the best of them and could race a greyhound. She loves scritches on her tiny head and pets and cuddling. McChicken is extremely, extremely affectionate. He has a bit of scarring on his eyes due to previous eye infections, but that doesn’t matter as all he sees is love! His joy and zest for life is infectious. These kittens have lots of love to give. Since they are gentle and quite hardy, they would do well with conscientious children.",2023-03-13 13:36:56+00:00
17700703,https://catcafebk.com/our-cats/?cat=17700703,Melman,5 Years 2 Months , Male,False,False,False,False,False,False,Domestic Short Hair ,"To know Melman is to love him. Named after a giraffe due to his colors and length, this guy is just ready for affection and attention. He has a way of hugging you while you hold him and nestling into your neck. Melman is friendly, outgoing, affectionate, cuddly — and occasional suffers from outbreaks of single kitten/fratboy jerk syndrome. He loves to to explore and climb furniture and make sure nothing is precariously placed (such a helpful guy!). He follows his foster around the apartment when not receiving enough attention. He enjoys other cats, but has emphatically declined to share their home with any dogs. Although we don’t know his history, we suspect that Melman was raised as a single kitten and taught to play rough — which is why he is just now learning appropriate play behavior. While he does need his 20 hours of beauty sleep, he is otherwise pretty active and needs space and an appropriate cat companion for a good chase or wrestling match. Melman is generally kind and cuddly with humans (he is a total snuggle bug), but can get nippy without enough stimulation. When he decide it’s time to wrestle and play rough, he will happily choose you if not redirected to the appropriate playmate / cat toy with potentially painful consequences. Melman needs to go to an experienced home with someone who is able to understand and pay attention to cat body language and willing to create structure and boundaries AND with an active and assertive adult cat with similar play instincts and energy. No kids.",2023-03-13 13:36:56+00:00
18724803,https://catcafebk.com/our-cats/?cat=18724803,Melody & Grey Champion,9 Months 26 Days , Female,False,True,True,False,True,False,Domestic Short Hair ,"Melody and Grey Champion are a strikingly mismatched duo that bring out the best in each other. Both girls like to trill and chat to each other from room to room – it’s so cute! They’re both playful, are chatty to humans and cats alike, and are total mushes for treats and chin rubs. Grey Champion (dilute calico) is quirky and a total ham. She loves to supervise household activities and will follow you from room to room. She’ll also keep you on a tight schedule – no need for a clock when Grey Champion is around! She always knows when it’s mealtime. She’ll dramatically flop down on her back and wiggle, jump up to rub up on your legs, and sing you a little chirpy tune while you prepare her favorite wet food. Melody is loving, brave, and always the first in line for treats, pets, and playtime. Don’t be fooled by her constantly shocked expression with her striking gold eyes, this girl is a lap cat and very chill. She’s a total love bug with a loud purr (she sounds like a tiny tractor) and is always looking for warm laps and more pets. She loves to run over and arch her back in the cutest way to ask for just a few more scritches. Both girls share a great passion for chicken pate, cuddling in one bed, and chasing plastic springs. They can’t wait to find their perfect home with you!",2023-03-13 13:36:56+00:00
18692297,https://catcafebk.com/our-cats/?cat=18692297,Mia & Jules,11 Months 8 Days ,,False,False,True,False,True,False,Domestic Short Hair ,"These siblings are the perfect sweet and sassy duo. Mia (grey) is a feisty girl who loves to play, either with toys or with her brother. She’s a small and adorable huntress that will greet you for pets in the morning and is especially treat-motivated. Jules (tabby) is sweet and loves cuddles, and once he decides to trust you, he will curl up in your lap and purr loudly to express his love. Both kittens enjoy playing soccer with their catnip toys, chasing their wand toy, and zooming through the apartment with the cutest pitter-patters all night. They are still pretty shy, so it will take them a bit to warm up to you, but once they do, their sweet and silly personalities will shine.",2023-03-13 13:36:56+00:00
19047526,https://catcafebk.com/our-cats/?cat=19047526,Mike,8 Months 19 Days , Male,True,False,False,False,False,False,Domestic Short Hair ,"Mike is a cautiously curious Churu aficionado. Seriously, we have never known a cat to love meat tubes more than this fellow. With his long legs and tail that is slightly crooked (we think from a healed injury from his earlier childhood), this guy always appears when the snacks come out — he is also not adverse to pushing other cats (even his best friends) out of the way! When not chowing down, Mike enjoys playing, romping around with his buddies (the one who have forgiven him for stealing snacks) and lurking. Mike would be an incredible companion for an energetic and playful cat, especially one who is braver who can help him embrace his inner cuddlebug.",2023-03-13 13:36:56+00:00
17830323,https://catcafebk.com/our-cats/?cat=17830323,Mimi & Jacob,1 Year 7 Months ,,True,True,True,False,True,False,Domestic Short Hair ,"Mimi and Jacob will instantly win you over. They met when they were a few months old and immediately became super close. These sweet friends love to play and cuddle with each other and their favorite humans. Peep them hanging out in the sink together. Mimi can come off shy and quick to startle, but warms up easily and will come your way for cuddles once she gets to know you. She is known to spend hours napping by her favorite window, followed by a mid day sibling chase with Jacob. She is tiny and has the softest little meow to match! She’s a good fit for anyone who has a bit of patience and some tasty treats. Jacob is the sweetest lil’ guy. He loves to hang out by the window and watch his animal neighbors. He is known to shake his booty when he plays with Mimi, and is also an excellent napper. He isn’t picky about toys and will happily play with a paper towel roll. Jacob was also briefly called Kabob due to a typo in a text and we think it fits his sturdy build. These sweethearts have cohabitated happily with other cats, but will be happy as long as they are together.",2023-03-13 13:36:56+00:00
18435698,https://catcafebk.com/our-cats/?cat=18435698,Mirren & Keller,10 Months 17 Days , Female,False,True,True,False,True,False,Domestic Short Hair ,"Mirren (black and white) is full of energy and quite sassy in a queenly way. You can watch her for hours playing, running and being her diva self! Keller (larger black kitten with white spot) loves to wrestle and play with Mirren. She has been the strongest of our princesses and loves to play ball and make biscuits on and/or with her older foster siblings.",2023-03-13 13:36:56+00:00
17632583,https://catcafebk.com/our-cats/?cat=17632583,Mr. Feany,5 Years 5 Months , Male,False,False,False,False,False,False,Domestic Short Hair (medium coat) ,"Mr. Feany is a regal floofball who is very strict about getting attention and pets. He's a kid at heart with a principal’s poker face. He’s also very brave and adventurous until he has to get himself out of a situation. Mr. Feany loves running through doors and being involved in the action. Mr. Feany was found cold and dirty in a Brooklyn Backyard. At first, his behavior was a bit unpredictable and he would bite when annoyed or scared, but he has calmed down significantly since making feline friends. He must be adopted into calm home with an appropriate cat companion with experienced owners -- and no kids. Applications for Mr. Feany as a single cat will be ignored.",2023-03-13 13:36:56+00:00
18110816,https://catcafebk.com/our-cats/?cat=18110816,Mr. Scraps,5 Years 9 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,"Mr. Scraps is an outgoing and congenial older gentleman looking for a quiet home for his golden years. He. Scraps enjoys long naps in his favorite blanket-lined box, treats, and playing with his favorite toy pickle. He knows how to entertain himself, but also loves interacting with his fosters and is working up the courage to meet the other animals in his foster home. Mr. Scraps rescued himself after he introduced himself to new homeowners in freezing rain and followed them home. He spent months as their faithful outdoor companion until they finally invited him inside. Mr. Scraps is looking for a calm and quiet home. He loves to be pet, but on his terms — so would do best in a home without children. He has ongoing kidney issues and we are happy to talk more about what care that this special guy needs.",2023-03-13 13:36:56+00:00
17905976,https://catcafebk.com/our-cats/?cat=17905976,Muncho & Utz,1 Year 6 Months , Male,False,False,False,False,True,False,Domestic Short Hair ,"If you’re ready to add some excitement to your life, Utz & Muncho are the kittens for you! These two little rascals love to play with anything and everything, including laser pointers, catnip toys, wand toys, and probably anything else you can think of. Utz (gray tuxedo) is the more social of the two. He loves to cuddle on the bed and you will most likely wake up every morning to him snuggled at your feet. A very curious guy, Utz will follow you wherever you go (including the bathroom). He’s a big fan of belly rubs and head scratches, but he really likes being pet everywhere. He may hide at first, but just grab him and give him a cuddle and he warms up in no time! Muncho (black tuxedo) is more reserved than his brother, but equally as playful. He’s a big fan of wrestling (see video for an example) and chasing the laser pointer, as well as taking long naps wherever seems the comfiest. Muncho can be very scared, but if you take small steps he will start to warm up. He’s still a work in progress, so he would do best with a patient adopter who can show him that people aren’t scary. Utz will gladly step up and take any cuddles that Muncho isn’t ready for!",2023-03-13 13:36:56+00:00
18613063,https://catcafebk.com/our-cats/?cat=18613063,Murray & Bowery,10 Months 10 Days , Male,False,True,True,False,True,False,Domestic Short Hair ,"Murray and Bowery are a frolicking duo who love cuddles and naps. Bowery (brown tabby) is bright eyed and curious and will run throughout the house to find his brother. He also loves to chase a laser pointer around the house with endless amounts of ambition to catch it. He loves to cuddle and will curl up in your arms for hours. Murray (gray) likes to be up in high places, climbing to the top of the cat tree to be king of the castle. He loves to spoon, and snuggle his head onto your chest while you’re reading. He makes little chirps while frolicking throughout the house and huffs when jumping down from higher places. He's very playful and will keep himself entertained with toys until Bowery joins in.",2023-03-13 13:36:56+00:00
19048787,https://catcafebk.com/our-cats/?cat=19048787,Nermal,8 Years 0 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Meet Nermal, your new cuddle buddy! She has a fine taste for full-body massages and purrs like a boiling pot when you hit her spot. This lady also has a wide, robust face with a dainty nose and will adore lounging on your lap and getting all the rubs on her fluffy snowy belly. Despite being a softie, she’s got muscular limbs, especially in the triceps, and a stubborn attitude about staying right next to you. She is almost definitely an introvert who loves her long naps but is always trusting and affectionate any time you approach her and offer your pets as tribute and your own body as a lounging spot. Nermal would flourish in a quiet home and enjoy a calm companionship. Nermal recently had eye surgery to remove her left eye and is recovering very well!",2023-03-13 13:36:56+00:00
18924717,https://catcafebk.com/our-cats/?cat=18924717,New Jack City,3 Years 3 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,New Jack City is a bundle of curiosity. He will explore every nook and cranny of whatever room he is in and squeeze himself into spots you wouldn’t think possible. He will follow you around and jump into your lap whenever given the opportunity. He will purr the moment that you walk into the room and adores pets.,2023-03-13 13:36:56+00:00
19006065,https://catcafebk.com/our-cats/?cat=19006065,Noelle,7 Months 5 Days , Female,False,True,True,False,False,False,Domestic Short Hair ,"Noelle appeared in a managed colony, meowing for help. This petite young lady is so sweet and playful. She enjoys curling up on laps and is quick to purr. She adores playing with toys and other cats and needs to be adopted into a home with another young feline friend.",2023-03-13 13:36:56+00:00
18988012,https://catcafebk.com/our-cats/?cat=18988012,Ocean Pacific,11 Months 8 Days , Male,False,True,True,True,False,True,Domestic Short Hair ,"Days with Ocean Pacific are filled with love and affection – This cat was made for cuddles and scritches! As soon as he walked in the door, Ocean Pacific wasted no time making himself right at home. He's happy curled up beside you on the couch, lounging on your bed or sprawled out on the kitchen floor in hopes he can convince you to open another can of cat food. He’s always happy to see you and genuinely likes being around people (how else would he get all those glorious chin scritches??). Most of his time is spent being chill, but there are a few daily bouts of adorable playful energy chasing a toy mouse or catnip ball. Even at his most energetic he doesn’t scratch or bite - he’s definitely a lover not a fighter. He has a funny phobia of wand toys, but will go for a piece of string when he’s in the mood for some exercise. Ocean Pacific has FeLV, so needs to be adopted as a single cat or with another FeLV cat. Although most cats with FeLV have a much shorter lifespan than other cats, Ocean Pacific is currently healthy and would be so happy to find his forever home. We would be happy to answer any questions that you have about FeLV.",2023-03-13 13:36:56+00:00
19079754,https://catcafebk.com/our-cats/?cat=19079754,Oliver,3 Years 6 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,"Oliver is loving and low-maintenance guy who prefers a good neck rub over a treat. One of his favorite activities is getting cozy, leaning against his foster's leg and purring.  He is a social cat who loves to be near his humans, but prefers to be the only cat in his future home as he does not enjoy the company of other felines. Oliver is a playful fellow with a healthy prey drive. His favorite toy so far is a wand toy which he pursues avidly until he can catch it — he can get pretty amped up doing this and usually needs a minute or two to calm down once catching it!",2023-03-13 13:36:56+00:00
17938672,https://catcafebk.com/our-cats/?cat=17938672,Oni & Gogmagog,1 Year 5 Months , Male,False,True,True,False,True,False,Domestic Short Hair ,"Gog and Oni are sweet, affectionate and a total hoot. Oni is quite playful and Gog is a bit of a cat tree potato. Oni will find the most obscure thing under your furniture and bat it all around the house, having the most fun that you’ll ever see. Gog will occasionally drag the cat wand around the apartment and meow very dramatically as he holds it in his mouth and prepares for his upcoming starring role in Hamlet. Oni is extraordinarily soft and gentle. Gog is fairly large and likes belly rubs. Oni is quite playful and Gog is a bit of a cat tree potato. Oni will find the most obscure thing under your furniture and bat it all around the house, having the most fun that you’ll ever see. Gog will occasionally drag the cat wand around the apartment and meow very dramatically as he holds it in his mouth and prepares for his upcoming starring role in Hamlet. Oni is extraordinarily soft and gentle. Gog is fairly large and likes belly rubs. Gog is also quite the lapcat and Oni is quite the right-next-to-your-lap cat. Please note that the boys can be a little shy on video chat, but their Instagram account has plenty of photos and videos of when they’re relaxed and happy. Instagram.com/rache_fosters_cats",2023-03-13 13:36:56+00:00
19101968,https://catcafebk.com/our-cats/?cat=19101968,Onyx,1 Year 3 Months , Male,True,False,False,True,False,True,Domestic Short Hair ,Onyx is a gentle soul with beautiful green eyes. He’s a chatty cuddlebug who is happiest to be near people and will let you know how much he adores you with purrs and nuzzles. He likes cozy blankets and will chill out next to you for hours.,2023-03-13 13:36:56+00:00
18990433,https://catcafebk.com/our-cats/?cat=18990433,Orion,5 Years 5 Months , Male,False,True,False,True,False,True,Domestic Short Hair ,"Orion is a chill chonky-faced lap cat destined for the good life. Shy at first, Orion opens up to be such a loving cuddle bug with many head scratches, churus, and a little bit of time. When he’s not snoozing, Orion can be found chatting to himself in what is believed to be a chewbacca dialect. Orion has a calm chill energy, and will snooze in his favorite beds by you for hours as you work. He is ever-patient with a young spicy resident, and would do well either in a home with friendlier felines or alone.",2023-03-13 13:36:56+00:00
