id,url,name,age,gender,cafe_cat,kid_approved,dog_approved,companion_cat,bonded_pair,single_cat,type,description,system_import_at
19014938,https://catcafebk.com/our-cats/?cat=19014938,Dumont Tiger,3 Years 8 Months , Male,False,True,True,True,False,True,Domestic Short Hair ,"This handsome, ginger boy, with magically floofy ears, is as energetic and curious as he is sweet. Dumont loves attention of any kind and seeks it out constantly - to the chagrin of his foster, sometimes a little too early in the morning. He is forgiven quickly when he begins to purr like a motorcycle or starts his entertaining antics - one second he's sitting in a loaf position, and in another his ears will charge up and he's running, attacking something imaginary (or sometimes a chair). This boy is enthusiastic about all things food and is not at all shy about letting you know how he feels so be prepared for his quick sprint when he gets an inkling that it is mealtime. Dumont is a joy to return home to - greeting you with headbutts and following you around in order to be close by, all the while singing his sweet signature purr. Because Dumont has FeLV, he can only be around other FeLV cats, but he is visibly healthy with no outward signs of FeLV. He will have the best chance at living many more years in a caring home with a proper diet.",2023-03-13 13:36:56+00:00
18950799,https://catcafebk.com/our-cats/?cat=18950799,Earthquake & Wildfire,5 Months 11 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Earthquake and Wildfire are inseparable balls of energy and joy. Wildfire (brown tabby with spots on his belly) is a champion snuggler. He jumps up on the couch and folds himself in as close as possible to the nearest human. Earthquake (white with fascinating black splotches and soulful eyes) has been slower to appreciate the delight of snuggles but we’re sure that with a little more time and patience, she’ll continue to come out of her shell and be the most lovely and loving kitten around. In the meantime, Wildfire plays the protective brother by looking out for her and making sure she’s still involved in whatever games, explorations, and mischief that he gets up to. Both kittens have beautiful voices and call to each other in little chirps and cat songs when they’re playing or can’t find each other. They both enjoy Churu, zooming around the house at top speed, and playing with their favorite toy - a cat wand with ribbons, feathers, and a bell tied to a spring.",2023-03-13 13:36:56+00:00
18990417,https://catcafebk.com/our-cats/?cat=18990417,Elmo,10 Months 7 Days , Male,False,True,True,False,False,False,Domestic Short Hair ,"Elmo is a gentle, playful boy just waiting to blossom! He never tires of chasing wand toys and ball toys, sometimes launching himself onto the scratching post in hot pursuit. Elmo has not met a toy he doesn’t like! When he’s feeling safe around you, he loves scritches and turns into an absolute purring machine. He is currently afraid of strangers and sudden actions, and needs to be in a patient home where his boundaries are respected. He will also thrive in a home where he gets a lot of active play time. With the right support, Elmo warms up quickly and wants to follow you around, protect you while you’re using the toilet, and help you with your chores by chasing the Swiffer. He also has the cutest little chirps.",2023-03-13 13:36:56+00:00
17670405,https://catcafebk.com/our-cats/?cat=17670405,Evo,1 Year 10 Months , Male,False,True,True,False,False,False,Domestic Short Hair ,"Evo is playful and food motivated young tabby gentleman. He was rescued as part of a TNR project, but quickly made it clear that he would prefer to become an indoor cat. He plays well with other cats and loves all toys, although his favorite is feather wands.",2023-03-13 13:36:56+00:00
18844861,https://catcafebk.com/our-cats/?cat=18844861,Fennel & Stowaway,5 Months 12 Days , Male,False,True,True,False,True,False,Domestic Short Hair ,"Let’s get ready to rumble! Fennel (white and gray) and Stowaway (brown tabby) adore a good game of chase, tumbling and LOTS of wrestling. These semi-pro wrestlers play hard but love hard too - after wearing themselves out, they are eager for some pro snuggles and cuddles. Stowy likes to sit on laps and chests for lots of pets and will then settle down for a snooze on top of your propped up legs. She’ll make sure to make frequent trips back to your lap for more pets before snuggling back onto her favorite leg spot. Make sure you have a blanket or a throw when you are watching TV or reading a book because Fennel loves to crawl under a blanket and snuggle into your lap. Once he’s warmed up, he’ll crawl out from under the blanket and happily sit on your chest and reward you with lots of nose kisses while he gets his requested pets. Fennel’s other favorite spot is sitting behind you on the sofa so he can wrap himself around your neck and purr loudly into your ear.",2023-03-13 13:36:56+00:00
19061630,https://catcafebk.com/our-cats/?cat=19061630,Finn,11 Years 0 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,"Finn is a sweet, curious, and independent who adpres being pet – even his belly! He gets chatty when he knows it’s feeding time and will sometimes meow just for the heck of it – lots of fun “meowing” back and forth with his human. He’s been steadily warming up to his foster’s two roommates. Finn is a great work from home buddy, always respectful of the need for space and quiet. He likes his own space and can nap for hours, so if you live a busy life, you won’t need to worry about keeping him entertained or out of trouble. When beckoned, though, he always comes out ready to play. If you’re looking for an affectionate, self-reliant, mature companion, Finn is the guy for you. Finn is an older guy with some medical needs including an echocardiogram and dental surgery. We are happy to talk more about these entail and find ways to partner with his adopter to ensure he gets the care that he needs.",2023-03-13 13:36:56+00:00
17850952,https://catcafebk.com/our-cats/?cat=17850952,Funyun & Zapps,1 Year 5 Months , Female,False,False,False,False,True,False,Domestic Short Hair ,"Funyun and Zappa are ridiculously rambunctious sisters. Funyun is obsessed with treats and loves the smell of chicken. She enjoys a wand toy as well as her special stuffed penguin toy and will play catch with herself – she’ll throw the toy in the air and then run after it! Zapps can be more timid at first, but once comfortable, she’ll be making biscuits on a cozy poof/pillow and running from end to end of the apartment. She’s learned to enjoy pets and has the sweetest mews. She loves to sit in the window and eventually at the end of your bed to warm your feet! She’s obsessed with any flavor of Churru, laser toys and felt mice.",2023-03-13 13:36:56+00:00
18967750,https://catcafebk.com/our-cats/?cat=18967750,Giblets,1 Year 2 Months , Male,True,True,True,False,False,False,Domestic Short Hair ,"Giblets is an ABSOLUTE goober and a total teenage kitten. He’s extremely playful, a connoisseur of catnip, and he loves nothing more than a jingle ball, a plastic curlicue, or, frankly, whatever you have lying around. He’ll fall off a chair, watch a bird for 10,000 hours, and can be stopped from going on the counter if you just make an interesting enough noise across the room. He isn't a lap cat unless he climbs up himself, but this little guy glues himself to your side, always wanting to be in the same room, the same piece of furniture, or the same couch spot as his person. He loves to be in the mix. He goes ape for head and chest scritches, and then loses it in a totally different way if you migrate down to attempt a tummy pet. Giblets would be happiest in a home with another young and playful cat.",2023-03-13 13:36:56+00:00
19101903,https://catcafebk.com/our-cats/?cat=19101903,Gingerbread & Spooky,8 Months 0 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Gingerbread was fiery and hissy at first, but she quickly adapted to most of indoor life but she still needs a little patience and understanding. She loves to sit on the AC and explore the outside world or sleep in a corner next to the radiator. She enjoys scratches behind the ear and playing with her bff Spooky! She is a bit indifferent towards snacks and food, but is willing to eat from your hand. Be prepared for this spicy sweet combination! Spooky is a playful and curious social kitten who enjoys great snuggle time with her chosen human. She can still be a little shy if one of us big humans enter the room but she will soon be back out in the open looking for something to play with. She enjoys receiving scratches on the head and relaxing in a patch of sun. Give her a treat or two and she will nibble on your fingers!",2023-03-13 13:36:56+00:00
19061560,https://catcafebk.com/our-cats/?cat=19061560,Gino & Negroni,2 Years 6 Months , Male,False,False,False,False,True,False,Domestic Short Hair ,"Negroni and Gino may not be related, but they definitely act like brothers. Negroni is the playful, excited little brother that's always following Gino around. When Gino goes to a room, Negroni follows after. If Gino is eating, Negroni stays close by and watches. Negroni loves to play with feather toys and chase springs back and forth all day. When they cuddle together on the couch or the bed, they take turns grooming each other and sometimes even fall asleep next to each other. Gino is the calm and sweet-natured big brother. He warms up to you almost immediately and will sit by you for pets and snuggles. He loves to be near you and will follow you wherever you go. Both cats really enjoy being around each other, and they bring out the best in one another. Negroni is less shy when Gino is around, and Gino is more relaxed when Negroni is nearby. They are both just so sweet! Editor's note: This is an epic cat love story. Trapped near each other, their rescuer assumed they were friends but not particularly attached to each other, just fans of other cats. When they were sent to separate foster homes Gino cried all night and Negroni retreated under a sink and hissed and swiped. As soon as they were reunited all of that fell away. They had just been pining!",2023-03-13 13:36:56+00:00
18384141,https://catcafebk.com/our-cats/?cat=18384141,Gracie & Olive,1 Year 11 Months , Female,False,False,False,False,True,False,Domestic Short Hair ,"Gracie and Olive are a healthy bonded pair of orange ladies waiting to brighten up your day! Gracie (orange & white) is the life of the party, and a big fan of headbutts and cuddles. Gracie will sit on your lap and purr for hours if you let her. This loud purring machine likes to follow her human around and is basically a dog in a cat suit. Gracie loves to be pet all over her body and is always ready for cuddle time. Olive (orange) is a tiny little bit reserved, but curious and sweet. If you want a rewarding relationship, let her get to know you and watch her come out of her shell. It won’t take long because Olive can easily be convinced by toys and treats ;) Olive likes when her cheeks and chin are scritched and will gently rub against you to ask for more. Gracie and Olive both love playing with toys and exploring. If they are not actively pouncing on toys, you will find them sitting in front of the TV, watching birds and sometimes squirrels. They’re mild mannered and are good at interacting with anyone as long as they’re respectful of the cat's boundaries. You can check out more of their day to day happenings on @gracienolive on Instagram.",2023-03-13 13:36:56+00:00
19061834,https://catcafebk.com/our-cats/?cat=19061834,GusGus & Fievela,6 Months 1 Day ,,False,True,True,False,True,False,Domestic Short Hair ,"Gus and Fivela are cute, cuddly and so much fun! Gus is a hilarious little guy with a huge personality. He likes to pretend to only be interested in playtime, but he actually loves to be snuggled and pet, and rubbing his little face against your face. He is quick to reciprocate love with loud purrs and the most loving gaze and enjoys being carried around like a baby! Fivela is silly and active, usually scampering around ready to attack the next foot she sees. Even though playtime is her number one priority, Fivela can also appreciate a good head or chin scratch and and actively seeks out human company at all times. She’s got a surprisingly loud purr on her and is basically a one-cat biscuit factory!",2023-03-13 13:36:56+00:00
18542746,https://catcafebk.com/our-cats/?cat=18542746,Heater Howard,3 Years 9 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Heater Howard is a sweet cat who loves playing with yarn, balls, and her laser toy. She is such a well-behaved and kind kitty who only scratcher on her scratches. She loves getting brushed and enjoys lots of pets. Her favorite activities include snoozing, watching TV and dabbling in catnip. Heater Howard has FeLV, so needs to be adopted as a single cat or with another FeLV cat – however, we think that Heater would be happiest as a single. Although most cats with FeLV have a much shorter lifespan than other cats, Heater is currently healthy and would be so happy to find her forever home. We would be happy to answer any questions that you have about FeLV.",2023-03-13 13:36:56+00:00
19062358,https://catcafebk.com/our-cats/?cat=19062358,Hector,2 Years 1 Month , Male,False,False,False,True,False,True,Domestic Short Hair ,"Hector is a serious big guy who acts standoffish, but just wants to curl up on your lap. He loves hanging out around humans and being at the center of whatever is going on. Hector can be playful, but his favorite activities are keeping an eye on affairs outside from the windowsill and getting scratched between his ears. He can sometimes get a little overwhelmed and will make sure to let you know with his thumping tail, but if you ignore that he may get overly stimulated and nip or scratch, so it’s important that whoever interacts with him knows to back off when he needs some space.",2023-03-13 13:36:56+00:00
18336739,https://catcafebk.com/our-cats/?cat=18336739,Hershey & Sasha,1 Year 10 Months , Female,False,True,False,False,True,False,Domestic Short Hair (short coat) ,"Hershey and Sasha are two young ladies who were rescued independently by the same person and have become good friends in their foster home. They would like to stay together. Sasha is the tuxedo. She is a petite girl who gives the impression she is in a grumpy mood from her downturned mouth. But Sasha is anything but grumpy. She is a sweet girl who is ALWAYS purring. She loves to snuggle up against you to let you know she is ready to be loved and petted. She never gets enough of that. Sasha is very affectionate. She will alert you when it’s time for breakfast and dinner with the cutest little chirps. She loves to eat! And she LOVES treats… Churu being her absolute hands down favorite. She is always up for playtime with a wand toy. Hershey is the silver tabby. She is a little shy at first meet and greet. She is a low maintenance, mellow cat. She enjoys being pet and will raise her backside to be sure she is getting the full effect of your affection. She has begun to cuddle by her foster’s leg and will lay her head down on her leg for a little nap. She has come a long way since she was rescued from a life on the streets being bullied. Hershey will absolutely stand at attention for Churu treats!! Her absolute favorite! So if you’re looking for a pair of BFFs to hang out with on the couch and watch Netflix … Hershey and Sasha are your girls. Hershey and Sasha are spayed, up to date on vaccinations, microchipped and healthy. *Courtesy Posting: This cat is being independently offered for adoption by a rescuer who is not a representative of BBAWC or Brooklyn Cat Cafe. The rescuer offering this cat is responsible for the content of this post and any medical records and vaccines. BBAWC and Brooklyn Cat Cafe cannot vouch for any information in this post. An adoption fee will be charged by the rescuer.",2023-03-13 13:36:56+00:00
19079653,https://catcafebk.com/our-cats/?cat=19079653,Honey,14 Years 0 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Now is your chance to say “Honey, I’m home!” This petite tortie will be there to great you with a stop, drop and roll! Honey loves catnip and wand toys, as well as a good scritching. She prefers human company over the company of other cats and would do best as the only cat in the house. While she’s not much of a lap cat, she does love to be near her humans at all times. She will follow you into the kitchen when you get up to get a snack, and is happy to share your work chair or your bed, or just curl up nearby, wherever you happen to be at the moment. Honey is quite vocal and will often treat her humans to a throaty meow and a hearty rumbling purr. Honey has a thyroid condition that is easily managed with a small and inexpensive pill placed in her food or in a treat twice daily.",2023-03-13 13:36:56+00:00
18222932,https://catcafebk.com/our-cats/?cat=18222932,Howard's End,, Male,False,False,False,False,False,False,Domestic Short Hair ,"Always wanted a snuggle buddy who won’t give you a choice in the matter? Of course! Howard is a caring, purring, meowing, licking goober - and he's looking for his forever home. Cautious at first in his new foster home, Howard’s End was slow to explore the entirety of his new home, but quick to open up and snuggle. A little patience will allow him to open up and show you his true chill, loving self who adores cuddling close to you in bed and purring away to show his state of supreme relaxation and enjoyment. Give him a chin scratch and he’s in a state of bliss! Once he’s settled in, he will show you just how friendly he is. He will come to the door to say hello when you arrive home and is very comfortable with strangers. Ever hungry it would seem, Howard is constantly on the lookout for the next meal and will ru and devour any plate of cat food you put in front of him, licking the bowl clean to get any remaining scraps. As if Howard couldn’t get any better, he has also proven to be very open to feline friends. The moment his new housemate Sebastian showed up, Howard couldn’t wait to meet and play. Once both cats are settled, it’s non-stop zoomie and play wrestling time for the two friends. Whether you’re looking to become a one-cat household or you have an FeLV cat who would like a companion, Howard’s the cat to have! Because Howard has FeLV, he can only be around other FeLV cats, but he is visibly healthy with no outward signs of FeLV. He will have the best chance at living many more years in a caring home with a proper diet.",2023-03-13 13:36:56+00:00
